Red,A,1,50,0.5,40,,,0.25,0.25
Red,A,2,50,1,40,,,0.50,0.75
Red,A,3,50,1.5,40,,,0.75,1.50
Red,A,4,50,2,40,,,1.00,2.50
Red,A,5,50,1.5,40,,,0.75,3.25
Red,A,6,50,1,40,,,0.50,3.75
Red,A,7,75,0.5,40,STATION: SHADYSIDE,,0.38,4.13
Red,A,8,75,0,40,,,0.00,4.13
Red,A,9,75,0,40,SWITCH TO/FROM YARD,,0.00,4.13
Red,B,10,75,0,40,,,0.00,4.13
Red,B,11,75,-0.5,40,,,-0.38,3.75
Red,B,12,75,-0.5,40,,,-0.38,3.38
Red,B,13,68.4,-1,40,,,-0.68,2.69
Red,B,14,60,-1,40,,,-0.60,2.09
Red,C,15,60,-1,40,SWITCH,,-0.60,1.49
Red,C,16,50,-0.5,40,STATION: HERRON AVE,,-0.25,1.24
Red,C,17,200,-0.5,55,,,-1.00,0.24
Red,C,18,400,-0.06025,70,,,-0.24,0.00
Red,C,19,400,0,70,,,0.00,0.00
Red,C,20,200,0,70,,,0.00,0.00
Red,C,21,100,0,55,STATION; SWISSVILLE,,0.00,0.00
Red,C,22,100,0,55,,,0.00,0.00
Red,C,23,100,0,55,,,0.00,0.00
Red,C,24,50,0,70,UNDERGROUND,,0.00,0.00
Red,C,25,50,0,70,STATION;    PENN STATION; UNDERGROUND,,0.00,0.00
Red,C,26,50,0,70,UNDERGROUND,,0.00,0.00
Red,C,27,50,0,70,SWITCH; UNDERGROUND,,0.00,0.00
Red,D,28,50,0,70,UNDERGROUND,,0.00,0.00
Red,D,29,60,0,70,UNDERGROUND,,0.00,0.00
Red,D,30,60,0,70,UNDERGROUND,,0.00,0.00
Red,D,31,50,0,70,UNDERGROUND,,0.00,0.00
Red,E,32,50,0,70,SWITCH; UNDERGROUND,,0.00,0.00
Red,E,33,50,0,70,UNDERGROUND,,0.00,0.00
Red,E,34,50,0,70,UNDERGROUND,,0.00,0.00
Red,E,35,50,0,70,STATION;     STEEL PLAZA; UNDERGROUND,,0.00,0.00
Red,E,36,50,0,70,UNDERGROUND,,0.00,0.00
Red,E,37,50,0,70,UNDERGROUND,,0.00,0.00
Red,E,38,50,0,70,SWITCH; UNDERGROUND,,0.00,0.00
Red,F,39,50,0,70,UNDERGROUND,,0.00,0.00
Red,F,40,60,0,70,UNDERGROUND,,0.00,0.00
Red,F,41,60,0,70,UNDERGROUND,,0.00,0.00
Red,F,42,50,0,70,UNDERGROUND,,0.00,0.00
Red,G,43,50,0,70,SWITCH; UNDERGROUND,,0.00,0.00
Red,G,44,50,0,70,UNDERGROUND,,0.00,0.00
Red,G,45,50,0,70,STATION;     FIRST AVE; UNDERGROUND,,0.00,0.00
Red,G,46,75,0,70,UNDERGROUND,,0.00,0.00
Red,G,47,75,0,70,RAILWAY CROSSING,,0.00,0.00
Red,G,48,75,0,70,STATION; STATION SQUARE,,0.00,0.00
Red,G,49,50,0,60,,,0.00,0.00
Red,G,50,50,0,60,,,0.00,0.00
Red,G,51,50,0,55,,,0.00,0.00
Red,G,52,43.2,0,55,SWITCH,,0.00,0.00
Red,H,53,50,0,55,,,0.00,0.00
Red,H,54,50,0,55,,,0.00,0.00
Red,H,55,75,0.5,55,,,0.38,0.38
Red,H,56,75,0.5,55,,,0.38,0.75
Red,H,57,75,0.5,55,,,0.38,1.13
Red,H,58,75,1,55,,,0.75,1.88
Red,H,59,75,0.5,55,,,0.38,2.25
Red,I,60,75,0,55,STATION; SOUTH HILLS JUNCTION,,0.00,2.25
Red,I,61,75,-0.5,55,,,-0.38,1.88
Red,I,62,75,-1,55,,,-0.75,1.13
Red,I,63,75,-1,55,,,-0.75,0.38
Red,I,64,75,-0.5,55,,,-0.38,0.00
Red,I,65,75,0,55,,,0.00,0.00
Red,I,66,75,0,55,,,0.00,0.00,LINKBACK
Red,J,67,50,0,55,UNDERGROUND,,0.00,0.00,LINKBACK
Red,J,68,50,0,55,UNDERGROUND,,0.00,0.00
Red,J,69,50,0,55,UNDERGROUND,,0.00,0.00
Red,J,70,50,0,55,UNDERGROUND,,0.00,0.00
Red,J,71,50,0,55,UNDERGROUND,,0.00,0.00,LINKBACK
Red,K,72,50,0,55,UNDERGROUND,,0.00,0.00,LINKBACK
Red,K,73,50,0,55,UNDERGROUND,,0.00,0.00
Red,K,74,50,0,55,UNDERGROUND,,0.00,0.00
Red,K,75,50,0,55,UNDERGROUND,,0.00,0.00
Red,K,76,50,0,55,UNDERGROUND,,0.00,0.00
